REG_ANS,PERIODO,ANO,TRIMESTRE,porte,MLL,ROE,ROA,DM,DA,DC,DOP,IRF,LC,CT/CP,PMRC,PMPE,Lastro P T
329886,201602,2016,2,Médio Porte,        -0.05,        -0.10,        -0.02,         1.14,         0.20,         0.02,         1.35,         0.00,         0.95,         5.76,        15.12,       120.39,         0.83
329886,201603,2016,3,Médio Porte,         0.08,         0.19,         0.03,         1.04,         0.20,         0.02,         1.24,         0.04,         0.80,         6.33,        16.51,       128.83,         0.85
329886,201604,2016,4,Médio Porte,        -0.06,        -0.08,        -0.02,         1.11,         0.18,         0.01,         1.29,        -0.01,         1.00,         4.40,        18.68,       132.45,         0.83
330108,201601,2016,1,Médio Porte,         0.11,         0.14,         0.05,         1.05,         0.15,         0.01,         1.18,         0.04,         1.71,         1.67,        73.21,       108.12,         0.59
330108,201602,2016,2,Médio Porte,        -0.06,        -0.07,        -0.02,         1.22,         0.19,         0.01,         1.35,         0.04,         1.59,         1.76,        49.25,       110.13,         1.02
330108,201603,2016,3,Médio Porte,         0.12,         0.17,         0.06,         1.04,         0.14,         0.01,         1.17,         0.04,         1.83,         1.65,        35.96,       100.43,         1.05
330108,201604,2016,4,Médio Porte,         0.09,         0.09,         0.04,         1.09,         0.15,         0.01,         1.23,         0.02,         1.82,         1.15,        40.51,       103.19,         0.99
330264,201601,2016,1,Médio Porte,        -0.10,        -0.19,        -0.05,         1.19,         0.14,         0.00,         1.30,         0.02,         0.94,         2.75,       132.10,       125.12,         0.48
330264,201602,2016,2,Médio Porte,         0.04,         0.07,         0.02,         1.10,         0.14,         0.01,         1.22,         0.02,         0.97,         2.43,       118.89,       118.81,         0.71
330264,201603,2016,3,Médio Porte,         0.09,         0.15,         0.05,         1.04,         0.14,         0.01,         1.17,         0.02,         1.06,         2.03,       138.10,       104.12,         0.85
330264,201604,2016,4,Médio Porte,         0.06,         0.09,         0.03,         1.08,         0.13,         0.00,         1.19,        -0.01,         1.04,         2.02,       138.50,       125.12,         0.89
330566,201601,2016,1,Pequeno Porte,         0.10,         0.08,         0.02,         1.25,         0.11,         0.01,         1.26,        -0.06,         0.77,         2.30,        86.36,        73.50,         0.57
330566,201602,2016,2,Pequeno Porte,         0.02,         0.02,         0.00,         1.35,         0.12,         0.01,         1.34,        -0.09,         0.84,         2.45,        76.34,        78.75,         0.94
330566,201603,2016,3,Pequeno Porte,         0.04,         0.03,         0.01,         1.45,         0.13,         0.01,         1.40,        -0.07,         0.87,         2.30,        86.77,        44.04,         1.06
330566,201604,2016,4,Pequeno Porte,         0.04,         0.03,         0.01,         1.41,         0.11,         0.01,         1.38,        -0.11,         0.86,         2.16,       120.92,        42.54,         1.05
331341,201601,2016,1,Médio Porte,         0.13,         0.16,         0.06,         1.04,         0.09,         0.00,         1.12,         0.03,         1.68,         1.55,        97.36,        89.63,         1.05
331341,201602,2016,2,Médio Porte,         0.09,         0.10,         0.04,         1.07,         0.08,         0.00,         1.13,         0.03,         1.69,         1.42,        98.71,        88.87,         1.05
331341,201603,2016,3,Médio Porte,         0.07,         0.08,         0.03,         1.09,         0.09,         0.00,         1.16,         0.03,         1.71,         1.39,       105.27,        89.82,         1.03
331341,201604,2016,4,Médio Porte,         0.08,         0.09,         0.04,         1.07,         0.06,         0.00,         1.12,         0.03,         1.79,         1.21,        99.91,        87.52,         1.06
331651,201601,2016,1,Médio Porte,         0.03,         0.01,         0.01,         1.21,         0.13,         0.01,         1.26,         0.08,         2.76,         0.45,       112.37,       114.10,         1.98
331651,201602,2016,2,Médio Porte,         0.04,         0.01,         0.01,         1.21,         0.11,         0.02,         1.26,         0.08,         2.75,         0.39,       114.94,        70.19,         1.15
331651,201603,2016,3,Médio Porte,         0.04,         0.01,         0.01,         1.20,         0.11,         0.02,         1.24,         0.07,         2.44,         0.37,       106.89,        58.06,         1.14
331651,201604,2016,4,Médio Porte,         0.03,         0.01,         0.01,         1.17,         0.14,         0.01,         1.24,         0.06,         2.19,         0.35,       119.02,        58.96,         1.29
331872,201601,2016,1,Grande Porte,         0.03,         0.07,         0.02,         1.08,         0.14,         0.01,         1.22,        -0.02,         1.03,         2.86,       143.14,        62.19,         0.97
331872,201602,2016,2,Grande Porte,         0.04,         0.09,         0.02,         1.07,         0.14,         0.01,         1.21,        -0.01,         1.06,         2.71,       155.25,        61.64,         1.01
331872,201603,2016,3,Grande Porte,         0.04,         0.07,         0.02,         1.08,         0.14,         0.01,         1.22,        -0.00,         1.11,         2.31,        90.04,        61.12,         1.20
331872,201604,2016,4,Grande Porte,         0.04,         0.08,         0.02,         1.13,         0.16,         0.01,         1.29,        -0.00,         1.19,         2.16,        91.55,        67.66,         0.97
333051,201601,2016,1,Médio Porte,         0.14,         0.16,         0.05,         1.15,         0.12,         0.03,         1.25,         0.02,         1.26,         1.99,        31.14,        90.80,         1.13
333051,201602,2016,2,Médio Porte,        -0.05,        -0.06,        -0.02,         1.33,         0.13,         0.02,         1.40,         0.02,         1.18,         2.13,        38.93,        97.73,         0.74
333051,201603,2016,3,Médio Porte,        -0.09,        -0.11,        -0.03,         1.38,         0.16,         0.02,         1.46,         0.03,         1.05,         2.25,        43.20,        95.62,         1.07
333051,201604,2016,4,Médio Porte,         0.03,         0.04,         0.01,         1.22,         0.04,         0.02,         1.23,         0.02,         0.93,         2.34,        53.10,        97.98,         1.04
333662,201601,2016,1,Médio Porte,         0.04,         0.06,         0.02,         1.02,         0.10,         0.00,         1.12,        -0.04,         1.95,         2.09,        50.29,       162.52,         0.38
333662,201602,2016,2,Médio Porte,         0.09,         0.14,         0.04,         1.01,         0.11,         0.00,         1.12,         0.04,         1.97,         2.18,        54.66,       179.50,         1.01
333662,201603,2016,3,Médio Porte,         0.03,         0.05,         0.01,         1.04,         0.11,         0.00,         1.15,         0.05,         2.01,         2.25,        47.15,       182.93,         1.05
333662,201604,2016,4,Médio Porte,         0.00,         0.00,         0.00,         1.06,         0.11,         0.00,         1.17,        -0.01,         2.08,         1.68,        56.78,       167.15,         1.19
334154,201601,2016,1,Pequeno Porte,         0.18,         0.17,         0.05,         1.14,         0.17,         0.00,         1.24,        -0.00,         1.18,         2.19,        82.76,        75.78,         1.55
334154,201602,2016,2,Pequeno Porte,         0.01,         0.01,         0.00,         1.34,         0.17,         0.00,         1.39,         0.01,         1.14,         2.22,        49.33,        79.96,         0.93
334154,201603,2016,3,Pequeno Porte,        -0.01,        -0.01,        -0.00,         1.36,         0.18,         0.00,         1.42,         0.01,         1.11,         2.21,        36.65,        76.48,         0.98
334154,201604,2016,4,Pequeno Porte,         0.01,         0.01,         0.00,         1.31,         0.16,         0.00,         1.36,         0.02,         1.11,         2.24,        39.87,        85.06,         0.94
334511,201601,2016,1,Pequeno Porte,         0.78,         0.07,         0.03,         9.38,         2.20,         0.00,         2.45,         0.01,         1.30,         1.02,       236.29,        67.81,         1.23
334511,201602,2016,2,Pequeno Porte,         1.12,         0.09,         0.05,         9.67,         2.48,         0.00,         2.55,         0.03,         1.36,         0.83,       209.75,        57.83,         1.24
334511,201603,2016,3,Pequeno Porte,        -0.12,        -0.01,        -0.00,        10.54,         2.41,         0.00,         2.51,         0.06,         1.30,         0.90,       201.81,        55.22,         1.23
334511,201604,2016,4,Pequeno Porte,        -0.34,        -0.03,        -0.01,        12.64,         2.56,         0.00,         2.41,         0.08,         1.27,         1.01,        89.17,        46.39,         1.29
334561,201601,2016,1,Grande Porte,         0.04,         0.05,         0.02,         1.05,         0.10,         0.00,         1.14,        -0.02,         1.06,         1.84,        48.74,        63.70,         0.95
334561,201602,2016,2,Grande Porte,        -0.03,        -0.04,        -0.01,         1.12,         0.11,         0.00,         1.22,        -0.01,         1.02,         2.02,        53.11,        59.34,         0.91
334561,201603,2016,3,Grande Porte,        -0.10,        -0.16,        -0.05,         1.22,         0.13,         0.00,         1.32,        -0.01,         0.98,         2.42,        53.99,        58.00,         0.85
334561,201604,2016,4,Grande Porte,         0.06,         0.09,         0.03,         1.04,         0.12,         0.00,         1.15,        -0.01,         1.04,         1.94,        49.66,        55.14,         0.86
334847,201601,2016,1,Pequeno Porte,         0.39,         0.28,         0.10,         1.38,         0.20,         0.01,         1.39,         0.12,         2.30,         1.63,        80.74,        89.97,         0.75
334847,201602,2016,2,Pequeno Porte,         0.02,         0.02,         0.01,         1.40,         0.20,         0.01,         1.42,         0.02,         2.23,         1.72,        71.43,        83.46,         0.76
334847,201603,2016,3,Pequeno Porte,         0.18,         0.14,         0.04,         1.18,         0.19,         0.00,         1.28,         0.06,         2.24,         1.81,        81.83,        94.31,         1.44
334847,201604,2016,4,Pequeno Porte,         0.31,         0.14,         0.07,         1.13,         0.21,         0.01,         1.25,         0.05,         2.44,         0.98,        84.57,       113.13,         1.36
335100,201601,2016,1,Grande Porte,         0.07,         0.11,         0.04,         1.29,         0.11,         0.00,         1.32,         0.02,         1.32,         1.71,        60.58,        96.30,         1.00
335100,201602,2016,2,Grande Porte,         0.02,         0.03,         0.01,         1.35,         0.11,         0.00,         1.36,         0.02,         1.31,         1.76,        63.49,        99.52,         1.00
335100,201603,2016,3,Grande Porte,         0.10,         0.16,         0.06,         1.24,         0.11,         0.00,         1.28,         0.02,         1.42,         1.61,        77.63,        92.05,         1.00
335100,201604,2016,4,Grande Porte,         0.08,         0.12,         0.05,         1.23,         0.12,         0.00,         1.28,         0.02,         1.66,         1.53,        63.33,        84.41,         1.00
335215,201601,2016,1,Médio Porte,         0.03,         0.05,         0.01,         1.28,         0.15,         0.00,         1.33,         0.02,         1.12,         2.84,        36.95,        67.66,         0.60
335215,201602,2016,2,Médio Porte,         0.08,         0.13,         0.04,         1.23,         0.14,         0.00,         1.31,         0.01,         1.16,         2.54,        37.89,        60.78,         1.02
335215,201603,2016,3,Médio Porte,        -0.02,        -0.03,        -0.01,         1.37,         0.14,         0.00,         1.40,         0.02,         1.12,         2.60,        24.71,        55.41,         1.01
335215,201604,2016,4,Médio Porte,         0.06,         0.10,         0.03,         1.29,         0.10,         0.00,         1.31,        -0.00,         1.14,         2.33,        29.85,        66.75,         1.00
335479,201601,2016,1,Médio Porte,         0.16,         0.22,         0.09,         0.91,         0.08,         0.02,         1.00,         0.02,         1.62,         1.44,       215.73,        97.56,         1.13
335479,201602,2016,2,Médio Porte,         0.04,         0.05,         0.02,         1.05,         0.08,         0.02,         1.13,         0.02,         1.58,         1.54,       238.54,       103.06,         1.11
335479,201603,2016,3,Médio Porte,        -0.01,        -0.02,        -0.01,         1.15,         0.08,         0.01,         1.21,         0.02,         1.16,         1.58,       116.97,        49.64,         1.12
335479,201604,2016,4,Médio Porte,        -0.02,        -0.03,        -0.01,         1.10,         0.09,         0.02,         1.18,         0.02,         1.11,         2.05,       164.46,        77.27,         0.84
335517,201601,2016,1,Pequeno Porte,         0.04,         0.04,         0.02,         1.35,         0.14,         0.00,         1.34,         0.04,         1.61,         1.47,       188.91,       111.84,         0.57
335517,201602,2016,2,Pequeno Porte,        -0.05,        -0.06,        -0.02,         1.28,         0.13,         0.00,         1.30,         0.04,         1.41,         1.54,        65.00,       102.63,         0.95
335517,201603,2016,3,Pequeno Porte,         0.29,         0.25,         0.11,         0.94,         0.10,         0.00,         1.04,         0.05,         1.44,         1.23,       191.91,       156.56,         0.91
335517,201604,2016,4,Pequeno Porte,        -0.13,        -0.13,        -0.05,         1.36,         0.13,         0.00,         1.34,         0.03,         1.17,         1.39,       133.81,       106.66,         0.88
335541,201601,2016,1,Pequeno Porte,         0.02,         0.03,         0.01,         1.36,         0.21,         0.01,         1.44,         0.02,         1.80,         3.08,        46.35,        77.52,         1.60
335541,201602,2016,2,Pequeno Porte,         0.01,         0.01,         0.00,         1.42,         0.25,         0.01,         1.49,         0.02,         1.77,         3.11,        42.92,        64.83,         1.70
335541,201603,2016,3,Pequeno Porte,         0.01,         0.01,         0.00,         1.39,         0.22,         0.01,         1.46,         0.02,         1.68,         2.46,        47.40,        68.54,         1.52
335541,201604,2016,4,Pequeno Porte,        -0.01,        -0.01,        -0.00,         1.47,         0.22,         0.01,         1.51,         0.03,         1.65,         2.76,        38.27,        65.92,         1.57
335592,201601,2016,1,Grande Porte,         0.10,         0.17,         0.04,         0.95,         0.12,         0.00,         1.07,         0.02,         1.38,         2.90,        75.80,        87.12,         0.56
335592,201602,2016,2,Grande Porte,         0.01,         0.02,         0.00,         1.07,         0.12,         0.00,         1.19,         0.02,         1.38,         2.91,        76.37,        83.12,         1.07
335592,201603,2016,3,Grande Porte,         0.01,         0.02,         0.01,         1.12,         0.14,         0.01,         1.24,        -0.01,         1.38,         2.87,        81.32,        77.59,         1.08
335592,201604,2016,4,Grande Porte,         0.04,         0.06,         0.02,         1.08,         0.11,         0.01,         1.19,         0.02,         1.41,         2.74,        72.25,        86.28,         1.06
335690,201601,2016,1,Grande Porte,         0.04,         0.10,         0.02,         1.16,         0.09,         0.00,         1.22,         0.03,         1.25,         5.05,        87.36,        90.59,         0.87
335690,201602,2016,2,Grande Porte,         0.01,         0.02,         0.00,         1.19,         0.09,         0.00,         1.24,         0.03,         1.38,         4.50,        90.44,        87.32,         0.70
335690,201603,2016,3,Grande Porte,         0.02,         0.04,         0.01,         1.18,         0.08,         0.00,         1.22,         0.02,         1.39,         4.47,        93.18,        87.51,         0.71
335690,201604,2016,4,Grande Porte,         0.03,         0.07,         0.03,         1.12,         0.11,         0.00,         1.19,         0.02,         1.46,         1.85,        90.88,        66.86,         0.64
336106,201601,2016,1,Médio Porte,         0.09,         0.16,         0.04,         1.35,         0.18,         0.00,         1.37,         0.02,         1.50,         3.04,       153.75,        93.61,         0.65
336106,201602,2016,2,Médio Porte,         0.04,         0.10,         0.02,         1.39,         0.16,         0.00,         1.38,         0.02,         1.56,         3.25,       137.11,        90.97,         0.85
336106,201603,2016,3,Médio Porte,         0.07,         0.16,         0.04,         1.34,         0.18,         0.00,         1.37,         0.02,         1.76,         3.14,       136.61,        68.72,         0.96
336106,201604,2016,4,Médio Porte,         0.04,         0.08,         0.02,         1.31,         0.14,         0.00,         1.33,         0.01,         1.66,         2.21,        84.87,        81.87,         0.98
336467,201601,2016,1,Pequeno Porte,         0.02,         0.01,         0.00,         1.41,         0.13,         0.00,         1.39,         0.11,         3.69,         0.36,       144.97,        62.04,         0.68
336467,201602,2016,2,Pequeno Porte,        -0.04,        -0.01,        -0.01,         1.64,         0.14,         0.00,         1.52,         0.13,         3.53,         0.37,       165.19,        51.30,         3.68
336467,201603,2016,3,Pequeno Porte,         0.06,         0.02,         0.01,         1.43,         0.15,         0.00,         1.39,         0.12,         3.55,         0.37,       153.83,        54.34,         3.79
336467,201604,2016,4,Pequeno Porte,         0.07,         0.02,         0.01,         1.43,         0.12,         0.00,         1.37,         0.12,         3.46,         0.38,       170.62,        59.92,         3.68
336858,201601,2016,1,Pequeno Porte,         0.10,         0.10,         0.05,         0.98,         0.10,         0.02,         1.10,         0.03,         1.74,         1.18,       113.97,        67.20,         0.65
336858,201602,2016,2,Pequeno Porte,        -0.02,        -0.02,        -0.01,         1.09,         0.10,         0.02,         1.19,         0.03,         1.74,         1.18,       128.43,        53.97,         1.02
336858,201603,2016,3,Pequeno Porte,        -0.04,        -0.04,        -0.02,         1.10,         0.09,         0.02,         1.20,         0.02,         1.61,         1.38,       123.60,        61.46,         1.01
336858,201604,2016,4,Pequeno Porte,         0.08,         0.09,         0.04,         1.01,         0.09,         0.01,         1.12,         0.02,         1.71,         1.32,       126.60,        59.51,         1.15
337188,201601,2016,1,Médio Porte,         0.10,         0.21,         0.04,         0.99,         0.13,         0.01,         1.12,         0.02,         1.16,         4.07,        87.86,       165.32,         0.39
337188,201602,2016,2,Médio Porte,        -0.02,        -0.03,        -0.01,         1.13,         0.15,         0.01,         1.27,         0.02,         0.97,         4.05,        87.71,       100.15,         0.96
337188,201603,2016,3,Médio Porte,         0.08,         0.14,         0.03,         1.08,         0.12,         0.01,         1.19,         0.02,         1.32,         3.37,        96.00,       111.09,         1.02
337188,201604,2016,4,Médio Porte,         0.01,         0.02,         0.00,         1.19,         0.14,         0.00,         1.29,         0.02,         1.42,         2.92,        38.47,       101.18,         1.00
337374,201601,2016,1,Médio Porte,         0.02,         0.06,         0.01,         1.18,         0.29,         0.00,         1.45,         0.00,         1.05,         3.69,       140.21,        61.37,         0.79
337374,201602,2016,2,Médio Porte,        -0.00,        -0.00,        -0.00,         1.16,         0.27,         0.00,         1.41,         0.01,         1.05,         3.82,       149.38,        59.17,         0.83
337374,201603,2016,3,Médio Porte,        -0.01,        -0.03,        -0.01,         1.19,         0.27,         0.00,         1.44,         0.01,         1.03,         3.61,       114.86,        61.65,         0.83
337374,201604,2016,4,Médio Porte,        -0.01,        -0.01,        -0.00,         1.18,         0.26,         0.00,         1.42,         0.01,         1.06,         3.94,       125.30,        46.14,         0.89
337498,201601,2016,1,Pequeno Porte,         0.10,         0.12,         0.05,         0.98,         0.11,         0.02,         1.10,         0.04,         1.70,         1.17,        41.23,        81.40,         0.59
337498,201602,2016,2,Pequeno Porte,        -0.03,        -0.04,        -0.02,         1.13,         0.12,         0.02,         1.23,         0.04,         1.71,         1.14,        44.27,        52.00,         1.05
337498,201603,2016,3,Pequeno Porte,        -0.06,        -0.08,        -0.03,         1.14,         0.12,         0.02,         1.24,         0.04,         1.60,         1.32,        44.12,        76.69,         0.90
337498,201604,2016,4,Pequeno Porte,         0.02,         0.03,         0.01,         1.06,         0.13,         0.02,         1.18,         0.03,         1.62,         1.25,        43.43,        65.88,         0.96
337561,201601,2016,1,Pequeno Porte,         0.26,         0.27,         0.09,         0.89,         0.17,         0.00,         1.05,         0.03,         2.87,         1.62,        90.38,        38.09,         1.00
337561,201602,2016,2,Pequeno Porte,        -0.13,        -0.14,        -0.05,         1.26,         0.18,         0.00,         1.39,         0.01,         2.84,         1.59,        34.90,        41.90,         1.10
337561,201603,2016,3,Pequeno Porte,         0.03,         0.03,         0.01,         1.06,         0.14,         0.01,         1.19,         0.02,         2.19,         1.78,        90.68,        36.64,         1.07
337561,201604,2016,4,Pequeno Porte,        -0.13,        -0.16,        -0.05,         1.25,         0.45,         0.00,         1.63,         0.02,         2.32,         2.12,        92.83,        46.38,         1.07
337668,201601,2016,1,Médio Porte,         0.05,         0.11,         0.02,         0.97,         0.08,         0.00,         1.05,         0.02,         1.09,         3.59,       129.35,       152.73,         0.45
337668,201602,2016,2,Médio Porte,        -0.00,        -0.00,        -0.00,         1.05,         0.10,         0.00,         1.14,         0.03,         1.14,         3.17,       144.60,       163.60,         1.07
337668,201603,2016,3,Médio Porte,         0.06,         0.09,         0.02,         1.01,         0.07,         0.00,         1.07,         0.03,         1.18,         2.87,       180.40,       163.85,         1.02
337668,201604,2016,4,Médio Porte,         0.04,         0.07,         0.02,         1.01,         0.08,         0.00,         1.09,         0.01,         1.24,         2.59,       169.68,       169.50,         1.03
337871,201601,2016,1,Médio Porte,        -0.14,        -0.66,        -0.10,         1.21,         0.14,         0.00,         1.32,         0.02,         1.04,         5.62,        45.67,        96.85,         0.65
337871,201602,2016,2,Médio Porte,        -0.04,        -0.28,        -0.03,         1.12,         0.15,         0.00,         1.25,         0.01,         0.97,         9.24,        59.75,       118.24,         0.82
337871,201603,2016,3,Médio Porte,         0.14,         0.53,         0.09,         0.92,         0.14,         0.00,         1.05,         0.01,         1.06,         4.57,        63.73,       110.56,         0.78
337871,201604,2016,4,Médio Porte,         0.16,         0.39,         0.09,         0.92,         0.13,         0.00,         1.05,         0.02,         1.20,         3.19,        68.24,        99.85,         0.89
339679,201601,2016,1,Grande Porte,         0.04,         0.12,         0.03,         1.19,         0.07,         0.03,         1.25,         0.02,         1.23,         2.72,       110.02,        87.73,         0.78
339679,201602,2016,2,Grande Porte,         0.01,         0.02,         0.01,         1.20,         0.07,         0.03,         1.26,         0.03,         1.22,         2.65,       123.96,        72.80,         0.76
339679,201603,2016,3,Grande Porte,         0.01,         0.02,         0.01,         1.24,         0.08,         0.03,         1.29,         0.05,         1.22,         2.51,       134.10,        77.12,         0.76
339679,201604,2016,4,Grande Porte,         0.05,         0.10,         0.03,         1.17,         0.07,         0.03,         1.24,         0.03,         1.27,         2.02,       132.00,        93.94,         0.81
340251,201601,2016,1,Pequeno Porte,         0.06,         0.09,         0.03,         1.22,         0.23,         0.00,         1.38,         0.00,         1.36,         2.30,        30.51,        86.87,         0.64
340251,201602,2016,2,Pequeno Porte,        -0.06,        -0.10,        -0.03,         1.29,         0.23,         0.00,         1.44,         0.01,         1.40,         2.29,        27.47,        71.42,         0.99
340251,201603,2016,3,Pequeno Porte,         0.06,         0.09,         0.03,         1.15,         0.22,         0.00,         1.31,         0.00,         1.58,         2.01,        41.33,        70.28,         0.99
340251,201604,2016,4,Pequeno Porte,         0.02,         0.02,         0.01,         1.20,         0.15,         0.00,         1.30,         0.02,         1.67,         1.94,        28.98,        57.91,         1.00
340952,201601,2016,1,Médio Porte,         0.01,         0.03,         0.01,         1.32,         0.11,         0.00,         1.33,         0.02,         1.14,         3.77,        58.43,        97.87,         0.59
340952,201602,2016,2,Médio Porte,        -0.00,        -0.00,        -0.00,         1.41,         0.10,         0.00,         1.39,         0.02,         1.13,         3.52,        65.82,        96.91,         0.97
340952,201603,2016,3,Médio Porte,         0.00,         0.00,         0.00,         1.51,         0.10,         0.01,         1.47,         0.02,         1.06,         3.17,        65.59,        94.39,         0.97
340952,201604,2016,4,Médio Porte,         0.04,         0.06,         0.02,         1.34,         0.09,         0.01,         1.34,         0.03,         1.01,         2.69,        64.47,        91.52,         1.02
341819,201601,2016,1,Pequeno Porte,         0.34,         0.28,         0.14,         1.14,         0.34,         0.00,         1.42,         0.03,         2.68,         1.01,       121.99,       144.61,         1.61
341819,201602,2016,2,Pequeno Porte,         0.19,         0.14,         0.07,         1.14,         0.32,         0.00,         1.41,         0.05,         2.89,         0.88,       138.84,       135.57,         1.72
341819,201603,2016,3,Pequeno Porte,         0.34,         0.21,         0.13,         1.04,         0.28,         0.00,         1.28,         0.05,         3.66,         0.64,       190.27,       118.02,         2.05
341819,201604,2016,4,Pequeno Porte,        -0.02,        -0.01,        -0.01,         1.39,         0.52,         0.00,         1.84,         0.04,         4.57,         0.71,       130.75,        60.97,         2.97
342084,201601,2016,1,Grande Porte,        -0.03,        -0.06,        -0.02,         1.28,         0.11,         0.01,         1.31,         0.02,         1.29,         2.14,        41.82,        74.98,         0.89
342084,201602,2016,2,Grande Porte,        -0.02,        -0.03,        -0.01,         1.27,         0.09,         0.01,         1.29,         0.02,         1.30,         2.04,        39.55,        78.63,         0.74
342084,201603,2016,3,Grande Porte,         0.04,         0.07,         0.02,         1.20,         0.10,         0.01,         1.24,         0.02,         1.36,         1.78,        42.00,        76.55,         0.70
342084,201604,2016,4,Grande Porte,         0.03,         0.05,         0.02,         1.20,         0.12,         0.01,         1.26,        -0.01,         1.46,         1.63,        43.28,        86.33,         0.73
342131,201601,2016,1,Pequeno Porte,         0.19,         0.16,         0.06,         0.98,         0.23,         0.01,         1.21,         0.03,         2.05,         1.62,        53.06,       130.42,         2.86
342131,201602,2016,2,Pequeno Porte,         0.05,         0.05,         0.02,         1.19,         0.23,         0.01,         1.40,         0.12,         1.99,         1.72,        51.87,       113.04,         2.55
342131,201603,2016,3,Pequeno Porte,         0.12,         0.11,         0.04,         1.05,         0.22,         0.01,         1.26,         0.04,         2.08,         1.75,        48.60,       113.72,         2.50
342131,201604,2016,4,Pequeno Porte,         0.17,         0.12,         0.05,         1.06,         0.30,         0.01,         1.36,         0.10,         2.14,         1.21,        51.30,       123.22,         2.73
342157,201601,2016,1,Pequeno Porte,         0.63,         0.32,         0.13,         1.17,         0.30,         0.00,         1.38,         0.03,         1.67,         1.11,       230.31,        74.27,         0.69
342157,201602,2016,2,Pequeno Porte,        -0.02,        -0.01,        -0.00,         1.20,         0.32,         0.00,         1.48,         0.04,         1.66,         1.10,       197.34,        73.48,         0.69
342157,201603,2016,3,Pequeno Porte,         0.08,         0.05,         0.02,         1.09,         0.29,         0.00,         1.33,         0.04,         1.62,         1.15,       229.22,        81.49,         1.54
342157,201604,2016,4,Pequeno Porte,        -0.19,        -0.10,        -0.05,         1.76,         0.48,         0.01,         1.77,         0.05,         1.55,         1.10,       359.47,        41.47,         1.55
342343,201601,2016,1,Pequeno Porte,         0.08,         0.09,         0.02,         1.90,         0.20,         0.01,         1.60,        -0.04,         0.82,         3.92,       115.19,        44.86,         0.76
342343,201602,2016,2,Pequeno Porte,         0.02,         0.02,         0.00,         2.03,         0.17,         0.01,         1.64,        -0.04,         0.92,         4.41,       118.31,        38.71,         1.07
342343,201603,2016,3,Pequeno Porte,         0.00,         0.00,         0.00,         1.97,         0.16,         0.00,         1.64,        -0.05,         0.79,         4.51,       138.35,        45.81,         1.00
342343,201604,2016,4,Pequeno Porte,        -0.00,        -0.01,        -0.00,         1.99,         0.27,         0.00,         1.60,        -0.00,         0.80,         4.92,       126.30,        44.29,         1.03
342386,201601,2016,1,Pequeno Porte,         0.03,         0.03,         0.01,         1.15,         0.28,         0.00,         1.38,         0.06,         1.50,         1.87,        32.53,       109.21,         0.68
342386,201602,2016,2,Pequeno Porte,         0.01,         0.01,         0.00,         1.24,         0.25,         0.00,         1.44,         0.05,         1.49,         2.05,        29.97,       116.46,         0.97
342386,201603,2016,3,Pequeno Porte,         0.06,         0.06,         0.02,         1.16,         0.22,         0.00,         1.34,         0.06,         1.53,         2.01,        25.86,       121.10,         0.95
342386,201604,2016,4,Pequeno Porte,        -0.01,        -0.01,        -0.00,         1.18,         0.22,         0.00,         1.37,         0.06,         1.52,         2.07,        26.46,       126.52,         0.94
343153,201601,2016,1,Pequeno Porte,         0.02,         0.01,         0.01,         1.16,         0.16,         0.00,         1.31,         0.02,         1.38,         1.03,       129.95,       112.11,         0.79
343153,201602,2016,2,Pequeno Porte,         0.04,         0.02,         0.01,         1.22,         0.15,         0.00,         1.33,         0.00,         1.38,         1.00,       160.74,       101.32,         0.81
343153,201603,2016,3,Pequeno Porte,         0.05,         0.03,         0.02,         1.09,         0.13,         0.00,         1.19,         0.02,         1.40,         0.96,       145.99,        86.44,         0.87
343153,201604,2016,4,Pequeno Porte,         0.01,         0.01,         0.00,         1.33,         0.16,         0.00,         1.40,         0.09,         1.46,         0.85,       181.20,        71.92,         0.90
343269,201601,2016,1,Grande Porte,         0.11,         0.13,         0.04,         1.00,         0.10,         0.01,         1.10,         0.05,         2.13,         2.27,        54.03,        63.28,         1.99
343269,201602,2016,2,Grande Porte,         0.03,         0.03,         0.01,         1.11,         0.11,         0.01,         1.20,         0.05,         2.07,         2.31,        55.44,        62.39,         1.91
343269,201603,2016,3,Grande Porte,        -0.04,        -0.05,        -0.01,         1.16,         0.11,         0.01,         1.24,         0.03,         2.14,         2.56,        49.62,        61.36,         2.26
343269,201604,2016,4,Grande Porte,         0.13,         0.12,         0.05,         1.02,         0.11,         0.01,         1.14,        -0.02,         2.42,         1.36,        51.95,        64.13,         2.46
343684,201601,2016,1,Pequeno Porte,         0.14,         0.07,         0.03,         1.05,         0.16,         0.00,         1.18,         0.07,         3.65,         1.69,        32.80,       125.42,         0.71
343684,201602,2016,2,Pequeno Porte,         0.03,         0.02,         0.01,         1.17,         0.21,         0.00,         1.32,         0.08,         3.35,         1.79,        38.85,       120.96,         1.24
343684,201603,2016,3,Pequeno Porte,         0.09,         0.04,         0.02,         1.13,         0.20,         0.00,         1.28,         0.08,         3.26,         1.73,        36.91,       137.99,         1.23
343684,201604,2016,4,Pequeno Porte,         0.11,         0.05,         0.02,         1.17,         0.67,         0.00,         2.26,        -0.02,         3.55,         1.24,        41.88,       143.77,         1.14
343722,201601,2016,1,Pequeno Porte,        -0.10,        -0.07,        -0.02,         1.40,         0.46,         0.00,         1.79,         0.03,         1.99,         1.78,        30.96,        99.51,         0.84
